datatype,objectid,displayorder,forwardtext,invertedtext,remarks,effectivedate
previous_title,174327,3,Segmented Head  (13/38) (signed),,,
previous_title,174330,2,Sometimes its the Mayor or Chief of Police,,,
previous_title,174332,2,"E/A, Pour Olga",,,
previous_title,174342,2,Reclining Nude (Cubist),,,
previous_title,174349,3,Jungle (Animals),,,
previous_title,174360,2,Stamp and Photo,,,
previous_title,174380,2,Diamond  (49/66),,,
previous_title,174486,2,Untitled,,,
previous_title,174500,4,Untitled #17,,,
previous_title,174504,2,Memory Form (unique edition),,,
previous_title,174505,2,Untitled (unique edition),,,
previous_title,174506,2,"Drawing 128 (4,225 Black on White Direct 65 Gauge)",,,
previous_title,174948,2,Two Girls Outdoors,,,
previous_title,175172,2,Joseph P. Kennedy II,,,
previous_title,175605,2,War Games,,,
previous_title,175646,2,Unknown,,,
previous_title,175647,2,Unknown,,,
previous_title,175652,2,Untitled (Study After The Source),,,
previous_attribution,175723,1,Lewis W. Hine,"Hine, Lewis W.",,
previous_attribution,175808,1,"Yinka Shonibare, MBE","Shonibare, MBE, Yinka",Corcoran attribution,""
previous_attribution,176142,1,Rozeal Ras-x,"Ras-x, Rozeal","Per request of the artist, communicated to NGA curator Molly Donovan, 8/14/2017",2017-08-14
previous_attribution,176142,2,iona ROZEAL brown,"brown, iona ROZEAL",Attribution at time of Cocoran acquisition,2012
previous_title,176196,2,Untitled,,,
previous_title,176197,2,"Charity Still, Who Twice Escaped From Slavery and William Lloyd Garrison: The Young Man Devoted His Life to the Cause of Freeing Negros",,,
previous_title,176233,2,Untitled [Dancing Nude],,,
previous_title,176235,2,Head of Einstein,,,
previous_title,176239,3,She Took the Leg of Mutton...,,,
previous_title,176240,3,She Took the Leg of Mutton...,,,
previous_title,176241,3,She Took the Leg of Mutton...,,,
previous_title,176247,2,Line Drawing of Nudes,,,
previous_title,176255,4,"Interior of Artist's Studio, #39 from 41 Etchings and Drypoints",,,
previous_title,176257,2,"Etching 1 (4,225 Black on Red Direct 65 dot gauge)",,,
previous_title,176265,2,Tamarind Site I,,,
previous_title,176272,2,Untitled [Birds in Hands],,,
previous_title,176278,2,Embarcadero Studio,,,
previous_attribution,176334,1,Jean-Antoine Houdon,"Houdon, Jean-Antoine",Corcoran attribution at time of acquisition,1914
previous_attribution,176382,1,Jean-Baptiste-Henri Deshays,"Deshays, Jean-Baptiste-Henri",Corcoran change memo 11/6/1995,1995-11-06
previous_attribution,176387,1,Clark Mills,"Mills, Clark","Corcoran attribution; ""after Houdon"" was part of Corcoran title",""
previous_attribution,176390,1,Unknown 1st Century B.C.,Unknown 1st Century B.C.,Corcoran attribution at time of acquisition,""
previous_attribution,176391,1,"European 19th Century, after Bernard Palissy","European 19th Century, after Bernard Palissy","Corcoran change proposal 9/7/2007; entered originally as ""Unknown 19th Century, after Bernard Palissy"" but adjusted to ""European 19th Century, after Bernard Palissy"" when lead-glazed earthenware objects validated in May 2020",2007-09-07
previous_attribution,176391,2,Unknown,Unknown,Corcorant attribution entered in TMS,""
previous_attribution,176426,1,Unknown,Unknown,Corcoran attribution in TMS record,""
previous_attribution,176435,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,176446,1,Italian 19th Century,Italian 19th Century,"",2013-07-01
previous_attribution,176461,1,Unknown 3rd Century B.C.,Unknown 3rd Century B.C.,Corcoran attribution at time of acquisition,""
previous_attribution,176469,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,176484,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,176487,1,Unknown,Unknown,Corcoran attribution in TMS record,""
previous_attribution,176498,1,Unknown,Unknown,Corcoran attribution at time of acquistion,""
previous_attribution,176519,1,Georges Pull,"Pull, Georges",,
previous_attribution,176528,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,176543,1,Unknown,Unknown,Corcoran attribution as entered in their Filemaker collection database,""
previous_attribution,176543,2,Brussels,Brussels,Corcoran attribution,1940
previous_attribution,176545,1,Unknown Artist,Unknown Artist,Corcoran attribution,""
previous_attribution,176562,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,176626,1,S. N. Meyer,"Meyer, S. N.",Corcoran attribution,""
previous_attribution,176639,1,Unknown Artist,Unknown Artist,Corcoran attribution as entered in TMS and in their old FileMakerPro collection database,""
previous_attribution,176641,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,176647,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,176666,1,Unknown Artist,Unknown Artist,Corcoran attribution,""
previous_attribution,176680,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,176684,1,"Clark Mills, after Jean-Antoine Houdon","Mills, Clark, after Jean-Antoine Houdon",,
previous_attribution,176687,1,P. Turin,"Turin, P.",,
previous_attribution,176718,1,Unknown,Unknown,Corcoran attribution at time of acquisition,""
previous_attribution,176729,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,176736,1,Georges Pull,"Pull, Georges",Corcoran attribution,""
previous_attribution,176761,1,Unknown,Unknown,Corcoran attribution in TMS record,""
previous_attribution,176767,1,Jacobus Pynacker,"Pynacker, Jacobus","Corcoran attribution in TMS record, in the Clark collection records, and per R. Hildyard and J. Opie report to Corcoran, October 2009",""
previous_attribution,176778,1,Unknown,Unknown,"Corcoran attribution as entered in TMS, although Corcoran records indicated Deruta as nationality
",""
previous_attribution,176780,1,Etienne-Maurice Falconet,"Falconet, Etienne-Maurice",Corcoran attribution,""
previous_attribution,176807,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,176808,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,176813,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,176834,1,Unknown Artist,Unknown Artist,Corcoran attribution,""
previous_attribution,176845,1,Unknown,Unknown,Corcoran attribution at time of acquisition,""
previous_attribution,176858,1,French 13th Century,French 13th Century,Corcoran attribution,""
previous_attribution,176858,2,Unknown,Unknown,Corcoran attribution,""
previous_title,176910,1,Java Deer,,,
previous_attribution,176950,1,Unknown 2nd Century B.C.,Unknown 2nd Century B.C.,Corcoran attribution in TMS,""
previous_attribution,177030,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,177045,1,Unknown,Unknown,Corcoran attribution at time of acquisition,""
previous_attribution,177062,1,after Bernard Palissy,"Palissy, Bernard, after",Corcoran attribution and date change proposal 9/7/2007,2007-09-07
previous_attribution,177062,2,Unknown French,Unknown French,"Corcoran attribution as entered in TMS; Corcoran Acession Record Sheet has ""Palissy Ware"" and 2007 Corcoran attribution and date change has ""Bernard Palissy""",""
previous_attribution,177071,1,Unknown,Unknown,"Corcoran attribution as entered in TMS, although Corcoran records indicated Faenza as nationality
",""
previous_attribution,177082,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,177089,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,177093,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,177095,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,177096,1,"Unknown Artist, Tuscan 16th Century","Unknown Artist, Tuscan 16th Century",Corcoran attribution,""
previous_attribution,177109,1,Unknown,Unknown,Corcoran attribution at time of acquisition,""
previous_attribution,177116,1,Unknown,Unknown,Corcoran attribution at time of acquisition,""
previous_attribution,177128,1,Unknown,Unknown,"Corcoran attribution as entered in TMS, although Corcoran records indicated Deruta as nationality",""
previous_attribution,177132,1,Unknown,Unknown,"Corcoran attribution as entered in TMS, although Corcoran records indicated Gubbio as nationality",""
previous_attribution,177137,1,Unknown French,Unknown French,Corcoran attribution,""
previous_attribution,177142,1,Unknown,Unknown,"Corcoran attribution in TMS, but attribution given as ""Urbino"" in Clark records and in 6/21/2007 proposal changing attribution to ""Urbino or Duchy of Urbino""",""
previous_attribution,177158,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,177176,1,Tuscan 16th Century (Possibly Cafaggiolo),Tuscan 16th Century (Possibly Cafaggiolo),"Corcoran change proposal 6/21/2007, based on Wendy Watson's 1986 catalogue for the travelling exhibition of Clark/Corcoran maiolica; entered by NGA when TMS record validated in April 2020",2007-06-21
previous_attribution,177176,2,"Unknown, Tuscan 16th Century","Unknown, Tuscan 16th Century",Corcoran attribution,""
previous_attribution,177187,1,Unknown,Unknown,Corcoran attribution,""
previous_title,177187,2,Plate with the Arms of the Saracinelli,,Corcoran title,
previous_attribution,177189,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,177190,1,Unknown,Unknown,Corcoran attribution at time of acquisition,""
previous_attribution,177205,1,Possibly Castelli 16th Century,"Castelli 16th Century, Possibly",Corcoran attribution,""
previous_attribution,177217,1,Unknown,Unknown,Corcoran attribution at time of acquisition,""
previous_attribution,177221,1,Unknown 5th Century B.C.,Unknown 5th Century B.C.,Corcoran attribution in TMS,""
previous_attribution,177227,1,Urbino 16th Century,Urbino 16th Century,"Time of change unknown, but attribution as in Clark records and as indicated on Corcoran change proposal 6/21/2007, changing attribution to ""Urbino or Duchy of Urbino""",""
previous_attribution,177227,2,Unknown,Unknown,Corcoran attribution at time of acquisition,""
previous_attribution,177230,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,177231,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,177233,1,Unknown 4th Century B.C.,Unknown 4th Century B.C.,Corcoran attribution at time of acquisition,1926
previous_attribution,177238,1,Unknown 3rd Century B.C.,Unknown 3rd Century B.C.,Corcoran attribution at time of acquisition,""
previous_attribution,177246,1,"Unknown, Tuscany","Unknown, Tuscany",Corcoran attribution,""
previous_attribution,177247,1,Unknown 4th or 3rd Century B.C.,Unknown 4th or 3rd Century B.C.,Corcoran attribution in TMS,""
previous_attribution,177255,1,Unknown 4th or 3rd Century B.C.,Unknown 4th or 3rd Century B.C.,Corcoran attribution at time of acquisition,""
previous_attribution,177272,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,177278,1,Unknown,Unknown,,
previous_attribution,177294,1,Unknown 5th Century B.C.,Unknown 5th Century B.C.,Corcoran attribution in TMS,""
previous_attribution,177344,1,Boeotia,Boeotia,,
previous_attribution,177356,1,Unknown,Unknown,Corcoran attribution at time of acquisition,""
previous_attribution,177367,1,Unknown,Unknown,Corcoran attribution in TMS record,""
previous_attribution,177376,1,"Unknown, Faenza","Unknown, Faenza",Corcoran attribution,""
previous_attribution,177396,1,Unknown 3rd or 2nd Century B.C.,Unknown 3rd or 2nd Century B.C.,Corcoran attribution in TMS,""
previous_title,177396,2,Figurine of a goddess or woman - Aphrodite? - leaning on Ionic column,,Corcoran title,
previous_attribution,177400,1,Unknown,Unknown,Corcoran attribution as entered in TMS,""
previous_attribution,177401,1,Unknown 4th Century B.C.,Unknown 4th Century B.C.,Corcoran attribution at time of acquisition,""
previous_attribution,177416,1,John La Farge (designer) and Jacob Adolphus Holzer (sculptor),"La Farge, John, and Jacob Adolphus Holzer","",""
previous_attribution,177416,2,John La Farge,"La Farge, John",Corcoran attribution,1911
previous_attribution,177442,1,Unknown French,Unknown French,Corcoran attribution,""
previous_attribution,177447,1,Unknown 3rd Century B.C.,Unknown 3rd Century B.C.,Corcoran attribution in TMS,""
previous_attribution,177448,1,Avon Pottery,Avon Pottery,"Attribution on Corcoran accession record sheet is ""School of Paris""; assigned to ""Avon ware"" by the undated evaluation of the ""Palissy"" ware and the 2009 Hildyard and Opie report; entered when records for lead-glazed earthenware objects validated May 2020",2020-05-06
previous_attribution,177448,2,Unknown,Unknown,Corcoran attribution at time of acquisition,1926
previous_attribution,177455,1,Unknown,Unknown,Corcoran attribution,1926
previous_title,177461,2,Portrait of Ernest Flagg,,,
previous_attribution,177474,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,177476,1,Unknown,Unknown,"Corcoran attribution in TMS record, and in file",""
previous_attribution,177494,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,177528,1,Unknown,Unknown,Corcoran attribution in TMS record,""
previous_attribution,177529,1,Unknown,Unknown,"Corcoran attribution in TMS record, and in file",""
previous_attribution,177539,1,Unknown,Unknown,Corcoran attribution in TMS record,""
previous_attribution,177542,1,Avon Pottery,Avon Pottery,"Attribution on Corcoran accession record sheet; confirmed by the undated evaluation of the ""Palissy"" ware and the 2009 Hildyard and Opie report; entered when records for lead-glazed earthenware objects validated May 2020",2020-05-06
previous_attribution,177542,2,French 17th Century,French 17th Century,Corcoran attribution; date of change unknown,""
previous_attribution,177542,3,Unknown,Unknown,Corcoran attribution at time of acquisition,1926
previous_attribution,177544,1,Avon Pottery,Avon Pottery,"Attribution on Corcoran accession record sheet is ""School of Paris""; assigned to Avon ware in the undated evaluation of the ""Palissy"" ware and the 2009 Hildyard and Opie report; entered when records for lead-glazed earthenware objects validated May 2020",2020-05-06
previous_attribution,177544,3,Unknown,Unknown,Corcoran attribution at time of acquisition,1926
previous_attribution,177546,1,Unknown French,Unknown French,Corcoran attribution,""
previous_attribution,177548,1,Unknown French,Unknown French,Corcoran attribution,""
previous_attribution,177551,1,"French 17th Century (Fontainebleau or Avon), possibly after a model by Claude Berthélemy","French 17th Century (Fontainebleau or Avon), possibly after a model by Claude Berthélemy","Attribution entered when object went on view August 2015 and TMS record validated, per research by intern Lindsay Dupertuis",
previous_attribution,177551,2,Unknown,Unknown,Corcoran attribution,1926
previous_attribution,177552,1,Unknown,Unknown,Corcoran attribution at time of acquisition,""
previous_attribution,177593,1,Unknown,Unknown,Corcoran attribution in TMS record,""
previous_attribution,177596,1,Unknown,Unknown,Corcoran attribution at time of acquisition,""
previous_attribution,177625,1,Faentine 16th Century,Faentine 16th Century,Corcoran attribution,""
previous_title,177628,2,"A. T. Kerr, ESQ.",,,
previous_attribution,177630,1,Unknown,Unknown,Corcoran attribution in TMS record,""
previous_attribution,177658,1,Unknown,Unknown,Corcoran attribution,1926
previous_attribution,177659,1,Unknown,Unknown,Corcoran attribution in TMS record,""
previous_attribution,177697,1,Jacobus Pynacker,"Pynacker, Jacobus","Corcoran attribution in TMS record, and in file",""
previous_attribution,177700,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,177703,1,Unknown French,Unknown French,Corcoran attribution,""
previous_attribution,177714,1,"Tuscan, possibly Sienese 16th Century","Tuscan, possibly Sienese 16th Century","Corcoran change proposal 6/21/2007, based on Wendy Watson's 1986 catalogue for the travelling exhibition of Clark/Corcoran maiolica; entered by NGA when TMS record validated in April 2020",2007-06-21
previous_attribution,177714,2,Unknown,Unknown,Corcoran attribution as entered in TMS,""
previous_attribution,177727,1,Unknown,Unknown,,
previous_attribution,177749,1,Unknown,Unknown,Corcoran attribution in TMS record,""
previous_attribution,177767,1,Gobelins Tapestry Claude III Audran,"Gobelins Tapestry Audran, Claude III",,
previous_attribution,177772,1,Possibly Castelli 16th Century,"Castelli 16th Century, Possibly",Corcoran attribution,""
previous_title,177772,2,Tall two-handled drug jar with bust of a young man,,"Corcoran title, based on Wendy Watson's 1986 catalogue for the travelling exhibition of Clark/Corcoran maiolica",
previous_attribution,177786,1,Constantijn Daniel a Daniel Renesse,"Renesse, Constantijn Daniel a Daniel",Corcoran attribution,""
previous_attribution,177795,1,After Rembrandt Harmensz van Rijn,"van Rijn, Rembrandt Harmensz, After","Corcoran attribution, but date of change unknown. This is the old attribution used in the 2012 change of attribution memo, however the attribution was given as ""Circle of"" in the 9/6/2007 change memo adjusting the form of the artist's name, as well as the accession worksheet dated 2/23/1995",""
previous_attribution,177844,1,Unknown,Unknown,Corcoran attribution in TMS record,""
previous_attribution,177879,1,"Unknown, Tuscan 16th Century","Unknown, Tuscan 16th Century",Corcoran attribution,""
previous_attribution,177890,1,Faenza 16th Century,Faenza 16th Century,"There is a Corcoran change proposal dated 6/21/2007 in the file, but the change is from Faenza to Deruta, which is probably a mistake. The Hainauer catalogue and Watson 1986 both say Faaenza.",
previous_attribution,177890,2,Unknown,Unknown,Corcoran attribution at time of acquisition,""
previous_attribution,177941,1,Leo Friedlander,"Friedlander, Leo",,
previous_attribution,177956,1,Unknown,Unknown,Corcoran attribution at time of acquisition,1926
previous_attribution,177959,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,178051,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,178127,1,Mariano José María Bernardo Fortuny y Carbó,"Fortuny y Carbó, Mariano José María Bernardo",,
previous_attribution,178202,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,178204,1,"Deruta, formerly Faenza (?)","Deruta, formerly Faenza (?)",Corcoran change proposal 6/21/2007,2007-06-21
previous_attribution,178204,2,Possibly Faentine 15th Century,"Faentine 15th Century, Possibly",Corcoran attribution,""
previous_attribution,178242,1,Unknown,Unknown,Corcoran attribution in TMS,""
previous_attribution,178243,1,Adolph Alexander Weinman,"Weinman, Adolph Alexander",Corcoran attribution,""
previous_attribution,178283,1,Unknown French,Unknown French,Corcoran attribution,""
previous_attribution,178300,2,Unknown,Unknown,Corcoran attribution at time of acquisition,1926
previous_attribution,178331,1,"Tuscan, possibly Florentine 15th Century","Tuscan, possibly Florentine 15th Century",Attribution probably per Wendy Watson's 1986 catalogue for the travelling exhibition of Clark/Corcoran maiolica; entered by NGA when TMS record validated April 2020,""
previous_attribution,178342,1,Unknown,Unknown,Corcoran attribution,""
previous_attribution,179341,1,W.G. Raffle,"Raffle, W.G.",,
previous_title,179354,2,Cover sheet for Metropolis (1978.13.1-6 / 1978.13.14 / 1978.13.15),,,
previous_attribution,179424,1, ,,,
previous_attribution,179424,2,Eugene Atget,"Atget, Eugene",,
previous_title,179438,2,Two Landscape Sketches,,,
previous_title,179522,2,"""Sixth Avenue and Fifty-Third Street"" [New York]",,,
previous_title,179523,2,"""Sycamore -- Bloomsburg"" [Pennsylvania]",,,
previous_title,179524,2,"Figures Clinging to Wreckage (study for ""Seige and Relief of Gibraltar"")",,,
previous_title,179527,2,"Customs Shed [illustration for ""Notes sur les Etats Unis"" L'Illustration, Vol. 67, April 22, 1876",,,
previous_title,179531,2,Portrait of John Carlisle Herbert,,,
previous_title,179532,2,Portrait of Philip Fister,,,
previous_title,179724,2,Two Value Drawings of Man's Head,,,
previous_title,179781,2,Six Sketches: Five Heads of an Old Woman and a Hand,,,
previous_title,179786,2,Family Pledge: Believing that the use of Intoxicating Liquors as a beverage destroys health....,,,
previous_title,179823,2,Untitled [Two Figures in Futuristic Costumes],,,
previous_title,179902,2,"At Ticino's [study for At Tincino's, 1933, oil on canvas, Corcoran Gallery of Art]",,,
previous_title,179914,2,Six Nude Bathers,,,
previous_title,179915,2,Nude with Two Cupids,,,
previous_title,179918,2,Standing Femal Nude [Venus?] Drinking at Fountain,,,
previous_title,179930,2,"Three Sketches: Foliate and Animal Decoration, Standing Man and Woman, and a Fountain",,,
previous_attribution,179931,1,Carl Christian Brenner,"Brenner, Carl Christian",,
previous_title,179939,3,On Dock,,,
previous_title,179940,2,"Jap Farmer, Okinawa, Wounded by Japs",,,
previous_title,179975,2,These are the Arts Club's Guests of Honor...,,,
previous_title,179989,2,Untitled [abstraction],,,
previous_title,179991,2,"""Martha Ryder"" [study for At Ticino's, 1933, oil on canvas, Corcoran Gallery of Art]",,,
previous_title,180007,2,"Otterlo Mastaba (Project for the Rijksmuseum, Kröller-Muller, Otterlo)",,,
previous_title,180012,2,Nude With Four Cupids,,,
previous_title,180013,2,"Female Nude [Venus?], Male Nude [Mars?], and Cupid",,,
previous_title,180021,2,"Recto: Three Nudes, Sitting and Lying Down; Verso: Female Nude, Arms Above Head",,,
previous_title,180022,2,Cafe Furnes,,,
previous_title,180028,2,"Pine Tree and Dead Tree Trunks, ""West Virginia""",,,
previous_title,180031,2,"Two Sketches: Trees and Meadow, ""Hudson,"" and ""Clavarack Creek""",,,
previous_title,180037,2,"Two Sketches: ""Brush"" and ""Brush Fence, Hudson""",,,
previous_title,180039,2,"Two Sketches: Trees and Tree Trunks ""Hudson"" [New York]",,,
previous_title,180046,2,"Two Sketches: ""The Deserted Pigpen"" and ""West Hurley"" [New York]",,,
previous_title,180047,2,"Recto: Seated Male Nude, Front View; Verso: Reclining Male Nude, Rear View",,,
previous_title,180061,2,Untitled [flowers],,,
previous_title,180080,2,"""Cheat River"" I [West Virginia]",,,
previous_title,180083,2,"Two Sketches: A Wooden House with Two Chimneys and ""Old Virginny""",,,
previous_title,180086,2,Assorted Sketches of Geese and Ducks,,,
previous_title,180094,2,Study for Icarus IV,,,
previous_attribution,180100,1,Charles Shaw,"Shaw, Charles",,
previous_title,180100,2,Untitled [abstraction],,,
previous_title,180276,2,"Richard Lahey, Edward Hopper, and C. Powell Minnigerode  on a Biennial Exhibition Trip to New York City",,,
previous_title,180362,2,"Study No. 3 for ""Model Resting""",,,
previous_title,180489,2,"Fort St. lago, Madeira (Porto Santo Island, Madeira?)",,,
previous_title,180506,2,Untitled [Victorian house],,,
previous_title,180508,2,Recto: Untitled [abstraction]; Verso: Untitled [abstraction],,,
previous_title,180510,2,"Untitled [Female Nude, Torso]",,,
previous_title,180517,2,Landscape with Trees,,,
previous_title,180520,2,Portrait of John Cheney (the artist's brother),,,
previous_title,180523,2,Seashore with Hut and Beached Rowboat,,,
previous_title,180524,2,"Recto: Young Woman Leaning on Parapet, Florence; verso: Outline of Female Torso and Fragment of Nude Buttocks",,,
previous_title,180525,2,Recto: Bust Views of Two Young Women; verso: Unfinished Landscape,,,
previous_title,180526,2,Recto: Self Portrait;  verso: Profile and bust of young girl,,,
previous_title,180528,2,"Portrait of Estelle Anna Lewis [after the portrait Mrs. Sylvanus D. Lewis by Charles Loring Elliot, 1848, oil on canvas, New York Historical Society]",,,
previous_title,180531,2,Head of a Young Woman I,,,
previous_title,180534,2,Untitled - Neon Drawing,,,
previous_title,180543,2,Standing Nude Woman with Her Knee Raised,,,
previous_title,180547,2,Two Boys with a Boat,,,
previous_title,180552,2,Standing Female Nude Seen from Behind,,,
previous_title,180582,2,Assorted Sketches of Children Playing and Children's Heads,,,
previous_title,180596,2,Standing Black Male,,,
previous_title,180606,2,Sketch of Tree Branches,,,
previous_title,180633,2,"Six Sketches Including a Man with a Rake, a Man Smoking a Pipe, and a Seated Figure",,,
previous_title,180639,2,Portraits of Two Women,,,
previous_title,180647,2,"Two Oxen [study for Happy Would Be the Men of the Fields, If They Knew Their Good Fortune, mural, U.S. Department of Agriculture, Washington, D.C.]",,,
previous_title,180655,2,Lanscape with Towered Building [steeple?] and Figures,,,
previous_title,180665,2,"Recto: ""Mount Washington from Near Bartletts"" [study for View of Mt. Washington, 1881, oil on canvas, Corcoran Gallery of Art]",,,
previous_title,180666,2,"Figure Study (verso, Jephthah's Daughter - 50.7)",,,
previous_attribution,180667,1,Arthur Bowen Davies,"Davies, Arthur Bowen",,
previous_title,180667,2,Standing Female Nude with Arms Raised,,,
previous_title,180674,2,Standing Female Nude,,,
previous_attribution,180675,1,Arthur Bowen Davies,"Davies, Arthur Bowen",,
previous_title,180677,2,Standing Female Nude with Knee Raised,,,
previous_attribution,180678,1,Arthur Bowen Davies,"Davies, Arthur Bowen",,
previous_title,180678,2,"The Quest (Running Female Nude, Arms Raised)",,,
previous_attribution,180679,1,Arthur Bowen Davies,"Davies, Arthur Bowen",,
previous_title,180679,2,Apprehension (Crouching Female Nude Facing Left),,,
previous_attribution,180681,1,Arthur Bowen Davies,"Davies, Arthur Bowen",,
previous_title,180681,2,Two Female Nudes Dancing,,,
previous_title,180684,2,After Strife [five crouching men in loincloths],,,
previous_title,180685,2,Untitled [abstraction],,,
previous_title,180689,2,Untitled [abstraction],,,
previous_title,180690,2,Untitled [abstraction],,,
previous_title,180698,2,[Woman in a] Green Dress,,,
previous_title,180718,2,Untitled [domed cathedral],,,
previous_title,180727,2,Portrait of Commodore John Barry,,,
previous_title,180733,2,Gibson Girl II,,,
previous_title,180740,2,Illustration for Bride of Lammermoor by Sir Walter Scott,,,
previous_title,180742,2,Six Sketches of Genre Scenes Including a Barking Dog,,,
previous_attribution,180778,1,Mattse Chandler,"Chandler, Mattse",,
previous_title,180854,2,Untitled [abstraction],,,
previous_title,180856,2,"Landscape (study for ""View of Springfield on the Connecticut River"")",,,
previous_title,180858,2,"Torso of Nude Female, Smaller Female Nudes at Sides",,,
previous_title,180862,4,Genre Scene,,,
previous_title,180862,3,Interior of a Negro Shack,,,
previous_title,180862,2,A Conjugal Difference [perhaps an illustration for a literary text],,,
previous_title,180864,2,"Ai telled him to stan off [illustration for ""Legend of Polecat Hollow"" by Charles McIlvaine in The Continent, Vol. V 1884]",,,
previous_title,180865,3,Christ and the Woman Taken in Adultery,,,
previous_title,180865,2,"Fragment of a Figure and Nolie Me Tangere [study for Christ Appearing to Man, mural, 1878, St. Thomas' Church, New York]",,,
previous_title,180871,2,"South Room, Cuttalossa [Cuttaloosa Glen, Pennsylvania]",,,
previous_title,180875,2,Gibson Girl I,,,
previous_title,180876,3,Untitled,,,
previous_title,180877,2,"The New Hat [published in Life, May 18, 1905, pp. 578-579]",,,
previous_title,180879,2,Four Sketches of Men,,,
previous_title,180881,2,Untitled [abstraction],,,
previous_title,180884,2,Three Sketches of Women Standing by a Park Railing,,,
previous_title,180891,2,Study for Le Parc Series,,,
previous_title,180904,2,Posterior View of a Skeleton,,,
previous_title,180907,2,Untitled [abstraction],,,
previous_title,180911,2,"Three Sketches: Head of a Girl, a Hand, Two Ears[?]",,,
previous_title,180921,2,Recto and Verso: Sailor - Shanghai,,,
previous_title,180926,2,Untitled [abstraction],,,
previous_title,180929,2,Millstone in Woods,,,
previous_title,180938,2,Recto and Verso: The Bridge at Grez,,,
previous_title,180939,2,Rainy Day [Boston?],,,
previous_title,180940,3,Alaska Series: Summer,,,
previous_title,180942,3,Alaska Series: Winter,,,
previous_title,180947,2,Untitled [abstraction],,,
previous_title,180948,2,Parmelee Farm (Garden in Bloom),,,
previous_title,180956,2,Untitled [reclining female nude],,,
previous_title,180958,2,"Standing Girl, Arms Outstretched",,,
previous_title,180961,2,"Recto: Family Group, Seated Man Holding Baby, Kneeling Woman; Verso: Faint Sketch of a Head",,,
previous_title,180963,2,Portrait of Robert Lundz?,,,
previous_attribution,180963,1,Asher Brown Durand (after R. W. Weir),"Durand (after R. W. Weir), Asher Brown",,
previous_title,180965,2,Portrait of Judge Richard Peters,,,
previous_title,180967,2,Imp of the Plains,,,
previous_title,180988,2,Standing Male American Indian I [Hopi?],,,
previous_title,180990,2,"Masked Dancer [a cheif katchina from First Mesa, Arizona]",,,
previous_title,180991,2,Snake Priest [Hopi?],,,
previous_title,180992,2,Standing Male American Indian II [Hopi?],,,
previous_title,180993,2,Three Women [Hopi?] Carrying Water Vessels,,,
previous_title,180994,2,Hopi Masked Dance,,,
previous_title,180995,2,Study for Vermont Cornfield,,,
previous_title,181000,2,"""Cactus from Mexico"" [illustration for ""In and Out of the New Orleans Exposition"" by Eugene V. Smalley, Cenetury Magazine, Vol. XXX, 1885]",,,
previous_title,181002,2,Untitled [profile of a woman's head],,,
previous_title,181004,2,"""Inscribed Most Affectionately to Janie Ralston..."" [standing girl in kilt]",,,
previous_title,181005,3,"Mt. Seymour, Admiralty Sound [source for illustration in Rockwell Kent, Voyaging Southward from the Strait of Magellan, New York, Halcyon House, 1924]",,,
previous_attribution,181010,1,Daniel Ridgeway Knight,"Knight, Daniel Ridgeway",,
previous_title,181010,2,"Two Peasants, Man and Woman,  Walking",,,
previous_title,181016,2,Untitled [abstraction],,,
previous_title,181018,2,Study for Political Cartoon on American Civil War,,,
previous_title,181019,3,Sketch for Cartoon on the Civil War,,,
previous_title,181019,2,Standing Man in Cap and Coat,,,
previous_title,181024,2,"Two Women, One Nude, One Robed",,,
previous_title,181025,4,"Brute Force [study for Defeat of Justice, 1938, mural, Department of Justice, Washington, D.C.]",,,
previous_title,181030,2,Recto: The Bud and the Blossom; Verso: A Duck and a Stag,,,
previous_title,181031,2,"Immorality [study for a stained glass window, Packard House, Buffalo, new York]",,,
