mediaid,mediatype,title,description,duration,language,thumbnailurl,playurl,downloadurl,keywords,tags,imageurl,presentationdate,releasedate,lastmodified
5574004824001,video,"The Vermeer Phenomenon, Part I","<p>Arthur K. Wheelock Jr., curator of northern baroque paintings, National Gallery of Art. <i>Johannes Vermeer</i>, the unprecedented exhibition that featured 21 of the existing 35 works known to have been painted by the Dutch artist, was on view from November 12, 1995, through&nbsp;February 11, 1996, at the National Gallery of Art. It was drawn from museums and private collections in Europe and the United States. Among the paintings on display was <i>View of Delft</i>, on loan from the Royal Cabinet of Paintings Mauritshuis, The Hague, which had never been seen outside Europe. In the winter of 1995/1996, the Gallery was closed during two federal government shutdowns and a blizzard, which severely affected public access to the exhibition. As a result, the <i>Vermeer</i> exhibition was inaccessible for 19 days of its run at the Gallery. After 10 days of the second government furlough (on December 27), the exhibition was reopened using private funds. The rest of the Gallery remained closed to the public. In this presentation held on November 15, 2015, to celebrate the 20th anniversary, Arthur K. Wheelock Jr. shares the amazing journey behind the scenes to bring this exhibition to the public.</p>
",2627,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/vermeer-part-i.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5574004824001,,"vermeer, wheelock, daniels, exhibition, winter, furlough","ngaweb:audio-video/podcast-video,ngaweb:audio-video/video,ngaweb:constituents/1/9/5/1/Constituent_1951,ngaweb:exhibitions/1995/johannes_vermeer",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/vermeer-part-i.jpg,2015-11-15 00:00:00-05,2017-10-10 00:00:00-04,2017-11-13 09:57:32-05
5574012348001,video,"The Vermeer Phenomenon, Part II","<p>Maygene Daniels, chief of Gallery Archives, National Gallery of Art. <i>Johannes Vermeer</i>, the unprecedented exhibition that featured 21 of the existing 35 works known to have been painted by the Dutch artist, was on view from November 12, 1995, through&nbsp;February 11, 1996, at the National Gallery of Art. It was drawn from museums and private collections in Europe and the United States. Among the paintings on display was <i>View of Delft</i>, on loan from the Royal Cabinet of Paintings Mauritshuis, The Hague, which had never been seen outside Europe. In the winter of 1995/1996, the Gallery was closed during two federal government shutdowns and a blizzard, which severely affected public access to the exhibition. As a result, the <i>Vermeer</i> exhibition was inaccessible for 19 days of its run at the Gallery. After 10 days of the second government furlough (on December 27), the exhibition was reopened using private funds. The rest of the Gallery remained closed to the public. In this presentation held on November 15, 2015, to celebrate the 20th anniversary, Maygene Daniels explains that the exhibition was truly distinctive because of its confluence with unusual public events. Anticipation, press coverage, and word of mouth all brought visitors to the Gallery. Due to the limited access, over time the Vermeer experience moved from intense interest to frenzy to near hysteria as the unforeseen became reality.</p>
",579,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/vermeer-part-i.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5574012348001,,"vermeer, wheelock, daniels, exhibition, winter, furlough","ngaweb:audio-video/podcast-video,ngaweb:audio-video/video,ngaweb:constituents/1/9/5/1/Constituent_1951,ngaweb:exhibitions/1995/johannes_vermeer",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/vermeer-part-i.jpg,2015-11-15 00:00:00-05,2017-10-10 00:00:00-04,2017-11-13 09:57:42-05
5576277282001,video,Summer Lecture Series 2017 Behind the Scenes at the National Gallery of Art: Exhibition Design from Treasure Houses of Britain to Diaghilev ,"<p>Although the National Gallery of Art has presented special exhibitions since its opening in 1941, it was the opening of the East Building in 1978 that greatly expanded their number and complexity. The new building provided the design team maximum flexibility, including the allowance of objects soaring to nearly 40 feet, safe installation of objects weighing over 13 tons, and a sunlit space over 100 feet long. With the addition in 2016 of two new exhibition spaces, a new exterior sculpture terrace, and staircases that allow the visitor to move freely between all levels, the East Building continues to offer new and exciting opportunities. In this lecture, held on August 13, 2017, Mark Leithauser, senior curator and chief of design, discusses the history of the department, how an exhibition evolves from concept to reality, the installation process, and illustrates how the same East Building gallery space has been repeatedly redesigned and reconstructed to display works of art at the highest possible museum and scholarly standards.</p>
",2357,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/behind-the-scenes-did.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5576277282001,,"behind the scenes, richard, conservation","ngaweb:audio-video,ngaweb:audio-video/education/summer-lecture-series-2017,ngaweb:audio-video/podcast-video,ngaweb:audio-video/video",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/behind-the-scenes-did.jpg,2017-08-13 00:00:00-04,2017-09-26 00:00:00-04,2017-10-03 16:30:04-04
5588191347001,video,Summer Lecture Series 2017 Behind the Scenes at the National Gallery of Art: Beyond What the Eye Can See: Using the Technology of NASA's Rovers to Explore Paintings ,"<p>&nbsp;</p>
<p style=""line-height: 150%;""><span style=""font-family: &quot;Arial&quot;,sans-serif; color: black;"">In this lecture, National Gallery of Art scientists discuss the ongoing adaptation of technologies used originally to identify and map minerals on Mars to better understand art in the Gallery’s collection. These new imaging techniques, based on molecular and elemental spectroscopy, have allowed researchers to develop more detailed maps of the distribution of materials such as pigments and paint binders. For example, the types of paints (oil vs. alkyd resin) used by Jackson Pollock in his famous drip painting <i>Number 1, 1950 (Lavender Mist)</i> were mapped<i>.</i> In an early Renaissance painting by Cosimo Tura, the pigments and paint binders were mapped and a preparatory sketch was revealed. In addition, these imaging technologies have been used to visualize compositions that have been painted over, such as the woman beneath Pablo Picasso’s <i>Le Gourmet</i>, and also to illuminate early paint composition changes in Jean-HonorÃ© Fragonard’s <i>Young Girl Reading</i>.</span></p>
",4305,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/behind-the-scenes-divs.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5588191347001,,"behind the scenes, richard, conservation","ngaweb:audio-video,ngaweb:audio-video/education/summer-lecture-series-2017,ngaweb:audio-video/podcast-video,ngaweb:audio-video/video",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/behind-the-scenes-divs.jpg,2017-07-09 00:00:00-04,2017-07-09 00:00:00-04,2017-10-04 16:06:03-04
5588194166001,video,Summer Lecture Series 2017 Behind the Scenes at the National Gallery of Art: The Center for Advanced Study in the Visual Arts ,"<p>The history of the Center for Advanced Study in the Visual Arts (CASVA) at the National Gallery of Art is closely intertwined with that of the institution, and especially with the planning and design of the East Building. This richly illustrated lecture—delivered on August 6, 2017 by Dean Elizabeth Cropper—goes behind the scenes into the conception of a research institute housed at the gallery, and traces the development of the Center since its founding in 1980. Cropper looks at CASVA’s programs of fellowships, meetings, publications, and research, and discusses the wider importance of research institutes today.</p>
",2844,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/behind-the-scenes-casva.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5588194166001,,"behind the scenes, richard, conservation","ngaweb:audio-video,ngaweb:audio-video/education/summer-lecture-series-2017,ngaweb:audio-video/podcast-video,ngaweb:audio-video/video",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/behind-the-scenes-casva.jpg,2017-08-06 00:00:00-04,2017-10-24 00:00:00-04,2017-10-24 12:48:10-04
5590799025001,video,Renaissance Art: Problem Solving Part I,"<p>David Gariff</p>
",4731,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/docent-problem-solving-I.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5590799025001,,,ngaweb:audio-video/docent,https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/docent-problem-solving-I.jpg,2017-09-13 00:00:00-04,2017-09-26 00:00:00-04,2018-11-15 13:10:54-05
5590805853001,video,Opening soon: Vermeer and the Masters of Genre Painting: Inspiration and Rivalry,,15,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/spot-vermeer.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5590805853001,,vermeer,"ngaweb:audio-video/podcast-video,ngaweb:audio-video/video,ngaweb:exhibitions/2017/vermeer-and-the-masters-of-genre-painting",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/spot-vermeer.jpg,2017-09-26 00:00:00-04,2017-09-26 00:00:00-04,2017-09-28 10:31:44-04
5596940287001,video,Problem Solving in 15th-Century Renaissance Painting: Part II,"<p>David Gariff</p>
",4731,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/docent-problem-solving-II.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5596940287001,,,ngaweb:audio-video/docent,https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/docent-problem-solving-II.jpg,2017-09-28 00:00:00-04,2017-10-03 00:00:00-04,2018-11-15 13:10:49-05
5604144299001,video,"Summer Lecture Series 2017 Behind the Scenes at the National Gallery of Art: Curators and their Roles: Collections, Exhibitions, Acquisitions, and Research ","<p>Museum curators have many responsibilities: acquiring, caring for, and presenting works of art; researching and writing scholarly content; and organizing temporary exhibitions of works borrowed from other institutions and from private owners. At smaller museums there may be only a few curators, and they are often expected to have wide-ranging knowledge. At large institutions with diverse collections, such as the National Gallery of Art, curators must be experts in the art of specific periods, regions, or media. In this lecture, held on August 27, 2017, Franklin Kelly, deputy director and chief curator at the National Gallery of Art, examines the various roles that curators play in the functioning of today’s museums and in shaping the visitor’s experience of art.</p>
",4359,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/behind-the-scenes-dd.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5604144299001,,"behind the scenes, richard, conservation","ngaweb:audio-video,ngaweb:audio-video/education/summer-lecture-series-2017,ngaweb:audio-video/podcast-video,ngaweb:audio-video/video",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/behind-the-scenes-dd.jpg,2017-08-27 00:00:00-04,2017-10-17 00:00:00-04,2017-10-17 16:11:36-04
5606987924001,video,Classical Influence on Italian Art,"<p>Eric Denker</p>
",3915,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/docent-renaissance-art.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5606987924001,,,ngaweb:audio-video/docent,https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/docent-renaissance-art.jpg,2017-10-04 00:00:00-04,2017-10-10 00:00:00-04,2018-11-15 13:10:17-05
5615930367001,video,Johannes Vermeer and the Masters of Genre Painting: Inspiration and Rivalry,"<p>Seventeenth century Dutch artists created remarkably naturalistic effects in their genre paintings through their careful handling of paint and sensitivity to the effects of light and color. Given the frequent similarities in their subject matter, artists such as Johannes Vermeer, Gerard Ter Borch, Gabriel Metsu, Frans van Mieris, Caspar Netscher, Gerrit Dou, and Jan Steen must have observed each other’s works. Yet they also had distinctive approaches for modeling their figures and objects and rendering materials and textures, owing in part to the differences in their training and the different artistic climates of the towns in which they lived, from Delft and Deventer to Leiden and Amsterdam. National Gallery of Art curator Arthur Wheelock narrates this video, made in conjunction with the exhibition <i>Johannes Vermeer and the Masters of Genre Painting</i>, which features up-close comparisons of similar works by these artists to show the various ways they painted elegant costumes, costly furnishings, soft plumage, smooth faces, and other details.&nbsp;<br>
</p>
",634,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/vermeer-masters-of-genr-painting.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5615930367001,,"vermeer, dutch, 17th centruy, steen, dou, metsu, ter borch, genre paitning","ngaweb:audio-video/video,ngaweb:exhibitions/2015/vermeers-woman-in-blue-reading-a-letter-from-Rijksmuseum,ngaweb:exhibitions/2017/vermeer-and-the-masters-of-genre-painting,ngaweb:constituents/1/9/5/1/Constituent_1951",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/vermeer-masters-of-genr-painting.jpg,2017-10-22 00:00:00-04,2018-01-16 00:00:00-05,2018-01-16 14:39:03-05
5626066762001,video,Steps toward Reality: Matthias Mansen in Conversation with John Tyson,"<p>Matthias Mansen, artist, and John A. Tyson, assistant professor of art, University of Massachusetts Boston. Born in 1958 in Ravensburg, Germany, Matthias Mansen studied painting with Georg Baselitz and Markus LÃ¼pertz at Staatliche Akademie der Bildenden KÃ¼nste Karlsruhe. Although he trained as a painter, Mansen shifted his focus exclusively to printmaking in the second half of the 1980s. He advances the tradition of woodblock printing by transforming pieces of scavenged wood into printing blocks, which he progressively carves and recarves, using them to create large-scale compositions. The special installation <i>Matthias Mansen: Configurations</i>, on view in the West Concourse Gallery from July 23 through December 13, 2017, presents 13 woodcuts from the collection of the National Gallery of Art. John Tyson curated the installation during his Andrew W. Mellon Postdoctoral Fellowship at the Gallery. In this conversation, held on September 24, 2017, Mansen and Tyson discuss the artist’s career, his distinctive process, and the impact of research—into subjects from cartography to the US Exploring Expedition—on his artworks. Mansen lives and works in Berlin.</p>
",3928,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/munch-mansen-tyson.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5626066762001,,"mansen, tyson, woodblock, configurations, baselitz","ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2017/edvard-munch-color-in-context,ngaweb:constituents/5/0/5/8/Constituent_5058,ngaweb:exhibitions/2017/matthias-mansen-configurations",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/munch-mansen-tyson.jpg,2017-09-24 00:00:00-04,2017-11-14 00:00:00-05,2018-02-21 11:42:55-05
5630998961001,video,Introduction to the Exhibition—Fragonard: The Fantasy Figures,"<p>Yuriko Jackall, assistant curator, department of French paintings, National Gallery of Art. Combining art, fashion, science, and conservation, the exhibition Fragonard: The Fantasy Figures brings together for the first time some 14 of the paintings known as the fantasy figures by Jean HonorÃ© Fragonard (1732–1806). Fragonard is considered among the most characteristic and important French painters of his era, and this series—several rapidly executed, brightly colored paintings of lavishly costumed individuals—includes some of his most beloved works. The revelatory exhibition explores the many interpretations of the fantasy figures in the context of the artist's career and elucidates the development of that career, the identity of Fragonard’s sitters and patrons, and the significance of his innovative imagery. To celebrate its opening on October 8, 2017, at the National Gallery of Art, Yuriko Jackall introduces the exhibition, which is on view through December 3, 2017.</p>
",2452,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/fragonard-jackall.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5630998961001,,"fragonard, jackall, brightly colored paintings of lavishly costumed individuals","ngaweb:audio-video/exhibition,ngaweb:exhibitions/2017/fragonard-the-fantasy-figures,ngaweb:constituents/1/3/1/6/Constituent_1316,ngaweb:audio-video/video,ngaweb:audio-video/podcast-video",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/fragonard-jackall.jpg,2017-10-08 00:00:00-04,2017-11-07 00:00:00-05,2018-02-08 12:48:19-05
5631987801001,video,“The Sweet By and By” — The Rose Ensemble,"<p>The Rose Ensemble’s performance was presented in honor of the exhibition <i>Three Centuries of American Prints from the National Gallery of Art</i>,<i> </i>which surveyed how America and its people have been represented in prints made by American and non-American artists between 1710 and 2010. Their program surveyed centuries of folk, spiritual, and cultural traditions, showcasing the evolution of American musical heritage. The selection “The Sweet By and By” from their concert is by Wisconsinite Joseph P. Webster and arranged by Jake Endres with original lyrics by Mark Dietrich. The Rose Ensemble’s instrumental accompaniments are improvised and arranged based on the vocal harmonies of the original scores, as well as traditional, regional, and historical performance practices. The Rose Ensemble performed a concert on Sunday, April 10, 2016, at the National Gallery of Art in the West Building, West Garden Court.</p>
",190,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/rose-ensemble-sweet-by-by.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5631987801001,,"music, rose ensemble","ngaweb:audio-video/music,ngaweb:audio-video/video,ngaweb:audio-video/podcast-music",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/rose-ensemble-sweet-by-by.jpg,2016-04-10 00:00:00-04,2017-11-07 00:00:00-05,2017-11-14 08:33:37-05
5631987805001,video,“Goin’ across the Sea” — The Rose Ensemble,"<p>The Rose Ensemble’s performance was presented in honor of the exhibition <i>Three Centuries of American Prints from the National Gallery of Art</i>,<i> </i>which surveyed how America and its people have been represented in prints made by American and non-American artists between 1710 and 2010. Their program surveyed centuries of folk, spiritual, and cultural traditions, showcasing the evolution of American musical heritage. The Rose Ensemble’s instrumental accompaniments are improvised and arranged based on the vocal harmonies of the original scores, as well as traditional, regional, and historical performance practices. The Rose Ensemble performed a concert on Sunday, April 10, 2016, at the National Gallery of Art in the West Building, West Garden Court.</p>
",190,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/rose-ensemble-goin-across-sea.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5631987805001,,"music, rose ensemble","ngaweb:audio-video/music,ngaweb:audio-video/video,ngaweb:audio-video/podcast-music",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/rose-ensemble-goin-across-sea.jpg,2016-04-10 00:00:00-04,2017-11-07 00:00:00-05,2017-12-07 15:35:53-05
5688554997001,video,Fashion Ã  la Figaro: Spanish Style on the French Stage,"<p>Kimberly Chrisman-Campbell, fashion historian. The 2012 discovery of a drawing by Jean HonorÃ© Fragonard (1732–1806) depicting his so-called fantasy figures is the inspiration for a revelatory exhibition of the corresponding paintings—rapidly executed, brightly colored portraits of lavishly costumed individuals, including the National Gallery of Art’s <i>Young Girl Reading </i>(c. 1769). <i>Fragonard’s Fantasy Figures</i>, on view from October 8 through December 3, 2017, examines the 18th-century Parisian world of new money, unexpected social alliances, and extravagant fashions from which these paintings emerged. In this lecture held on November 26, 2017, Kimberly Chrisman-Campbell explores the profound effects that Pierre Augustin Caron de Beaumarchais’s Figaro<i> </i>trilogy had on French fashion—though less familiar than the work's well-documented impact on society and politics, these influences were nonetheless transformative. Among his many careers, Beaumarchais had spied for Louis XV in Spain, and his Figaro trilogy drew upon his knowledge of Spanish culture, custom, and costume. The plays—and the operas they inspired—popularized fashionable interpretations of traditional Spanish dress, prolonging the vogue for fantasy portraits <i>Ã  l’espagnole</i> in France.</p>
",3224,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/chrisman-campbell-fashion-style.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5688554997001,,"Kimberly Chrisman-Campbell, fashion historian,Spanish Style , french","ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2017/fragonard-the-fantasy-figures,ngaweb:constituents/1/3/1/6/Constituent_1316",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/chrisman-campbell-fashion-style.jpg,2017-11-26 00:00:00-05,2018-01-09 00:00:00-05,2018-01-10 15:43:11-05
5631993877001,video,"Johann Sebastian Bach’s Sonata no. 2 in A Minor, BWV 1003 — Rachel Barton Pine, violin","<p>J. S. Bach’s six sonatas and partitas are the culmination of one hundred years of multiple-voice writing for unaccompanied violin in Germany. The sonatas are in <i>sonata da chiesa</i> (church sonata) form, which alternates slow and fast movements. The first movement of the A-minor sonata is filled with highly elaborate ornaments. Bach leads directly from the first movement into the fugue, which is brief and compact in structure. The fugue features a countersubject in a descending chromatic line and inverts both themes of the sonata. The Andante, in a contrasting key of C major, features two voices—each with a distinct role, melody and accompaniment—with a third and fourth voice occasionally enriching the harmonies. The last movement is single voiced and in binary form, though with complex multivoiced writing buried within and numerous cross rhythms throughout. Bach wrote out more dynamics in this sonata than in any other within the cycle, with various echoes and a subito piano near the end. In this video violinist Rachel Barton Pine performs Sonata no. 2 on Sunday, March 27, 2016, at the National Gallery of Art in the West Garden Court.</p>
",1323,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/bach-barton-pine.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5631993877001,,"music, barton pine, bach","ngaweb:audio-video/music,ngaweb:audio-video/video,ngaweb:audio-video/podcast-music",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/bach-barton-pine.jpg,2016-03-27 00:00:00-04,2017-11-07 00:00:00-05,2017-12-19 14:59:06-05
5632055571001,video,Introduction to the Exhibition—Vermeer and the Masters of Genre Painting: Inspiration and Rivalry ,"<p>Adriaan Waiboer, head of collections and research, National Gallery of Ireland, Dublin, and Arthur K. Wheelock Jr., curator of northern baroque paintings, National Gallery of Art. The landmark exhibition <i>Vermeer and the Masters of Genre Painting: Inspiration and Rivalry </i>examines the artistic exchanges among Johannes Vermeer and his contemporaries from the mid-1650s to around 1680, when they reached the height of their technical ability and mastery of genre painting, or depictions of daily life. The introduction of quiet scenes unfolding in private household spaces, featuring elegant ladies and gentlemen, was among the most striking innovations of Dutch painting of the Golden Age, a time of unparalleled innovation and prosperity. The exhibition brings together nearly 70 works by Vermeer and his fellow painters, including Gerard ter Borch, Gerrit Dou, Pieter de Hooch, Gabriel Metsu, Frans van Mieris, Caspar Netscher, and Jan Steen, who lived in various towns throughout the Dutch Republic, from Delft and Deventer to Amsterdam and Leiden. To celebrate the exhibition opening on October 22, 2017, Adriaan Waiboer and Arthur K. Wheelock Jr. share how these artists inspired, rivaled, surpassed, and pushed each other to greater artistic achievement. <i>Vermeer and the Masters of Genre Painting </i>is on view at the National Gallery of Art through January 21, 2018. &nbsp;</p>
",5024,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/wheelock-waiboer-vermeer.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5632055571001,,"vermeer, Waiboer, Wheelock, Gerard ter Borch, Gerrit Dou, Pieter de Hooch, Gabriel Metsu, Frans van Mieris, Caspar Netscher,  Jan Steen","ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2017/vermeer-and-the-masters-of-genre-painting,ngaweb:constituents/1/9/5/1/Constituent_1951",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/wheelock-waiboer-vermeer.jpg,2017-10-22 00:00:00-04,2017-11-07 00:00:00-05,2017-11-06 13:10:11-05
5632085278001,video,"Wolfgang Amadeus Mozart’s Piano Concerto in D Minor, K. 466, Allegro — Ariel Quartet, with Alon Goldstein, piano","<p>Mozart’s Piano Concerto in D Minor,<i> </i>K. 466, was successful from its first performance due in no small part to the composer’s playing of the demanding solo himself. The presentation was further notable as the ink was still wet on some of the orchestral parts until an hour before the performance. It is the only piano concerto Mozart performed in public and the Mozart concerto that Beethoven admired above all others. This arrangement of the concerto for double bass, piano, and string quartet is by Alon Goldstein. The Ariel Quartet, along with pianist Alon Goldstein and bassist Alexander Bickard, performed Wolfgang Amadeus Mozart’s Piano Concerto in D Minor,<i> </i>K. 466, on Sunday, May 15, 2016, at the National Gallery of Art in the West Building, West Garden Court. The performance was made possible by The Gottesman Fund in memory of Milton M. Gottesman.</p>
",966,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/mozart-allegro-quartet.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5632085278001,,"music, barton pine, bach","ngaweb:audio-video/music,ngaweb:audio-video/video,ngaweb:audio-video/podcast-music",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/mozart-allegro-quartet.jpg,2016-05-15 00:00:00-04,2017-11-07 00:00:00-05,2017-11-07 10:15:19-05
5632086770001,video,"Wolfgang Amadeus Mozart’s Piano Concerto in D Minor, K. 466, Romance Rondo — Ariel Quartet, with Alon Goldstein, piano","<p>Mozart’s Piano Concerto in D Minor,<i> </i>K. 466, was successful from its first performance due in no small part to the composer’s playing of the demanding solo himself. The presentation was further notable as the ink was still wet on some of the orchestral parts until an hour before the performance. It is the only piano concerto Mozart performed in public and the Mozart concerto that Beethoven admired above all others. This arrangement of the concerto for double bass, piano, and string quartet is by Alon Goldstein. The Ariel Quartet, along with pianist Alon Goldstein and bassist Alexander Bickard, performed Wolfgang Amadeus Mozart’s Piano Concerto in D Minor,<i> </i>K. 466, on Sunday, May 15, 2016, at the National Gallery of Art in the West Building, West Garden Court. The performance was made possible by The Gottesman Fund in memory of Milton M. Gottesman.</p>
",966,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/mozart-romance-rondo-ariel-quartet.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5632086770001,,"music, barton pine, bach","ngaweb:audio-video/music,ngaweb:audio-video/video,ngaweb:audio-video/podcast-music",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/mozart-romance-rondo-ariel-quartet.jpg,2016-05-15 00:00:00-04,2017-11-07 00:00:00-05,2017-11-07 11:04:24-05
5633167931001,video,"""Fray: Art and Textile Politics"": A Conversation with Julia Bryan-Wilson and Lynne Cooke","<p>Julia Bryan-Wilson, associate professor of modern and contemporary art, University of California, Berkeley; Lynne Cooke, senior curator, special projects in modern art, National Gallery of Art. On October 1, 2017, at the National Gallery of Art, Julia Bryan-Wilson joined Lynne Cooke to discuss the publication of <i>Fray: Art and Textile Politics</i>, which explores textiles and their role at the forefront of debates about process, materiality, gender, and race in times of economic upheaval. Closely examining how amateurs and fine artists in the United States and Chile turned to sewing, braiding, knotting, and quilting amid the rise of global manufacturing, Bryan-Wilson argues that textiles unravel the high/low divide and urges us to think flexibly about what the politics of textiles might be. Her case studies from the 1970s through the 1990s are often taken as evidence of the inherently progressive nature of handcrafted textiles. <i>Fray</i>, however, shows that such methods are recruited to often-ambivalent ends, leaving textiles very much “in the fray” of debates about feminized labor, protest cultures, and queer identities. The first contemporary art history book to discuss both fine-art and amateur registers of handmaking at such an expansive scale, <i>Fray</i> unveils crucial insights into how textiles inhabit the broad space between artistic and political poles—high and low, untrained and highly skilled, conformist and disobedient, craft and art.</p>
",3727,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/wilson-cooke.jpg,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5633167931001,,"bryan-wilson, cooke, textile politics, fray, feminized labor, protest, gender, materiality","ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/wilson-cooke.jpg,2017-10-01 00:00:00-04,2017-11-28 00:00:00-05,2017-11-28 10:24:20-05
5640635893001,video,"Harry Bertoia, Tonal Sculpture (1977)",,1111,en,,https://players.brightcove.net/1191289016001/default_default/index.html?videoId=5640635893001,,"Bertoia, Tonal Sculpture, Antosca, Habitat","ngaweb:audio-video/video,ngaweb:artobjects/6/5/6/9/0/ArtObject_65690,ngaweb:constituents/5/8/2/5/Constituent_5825",,2013-11-10 00:00:00-05,2017-11-07 00:00:00-05,2017-11-09 12:45:54-05
