mediaid,relatedid,relatedentity
1246994439001,11635,nga:art:tms:constituents
1247116116001,1404,nga:art:tms:constituents
1247156054001,425,nga:art:tms:constituents
1253211224001,994,nga:art:tms:objects
1253211224001,1127,nga:art:tms:constituents
1308165015001,591,nga:art:tms:constituents
1308165015001,2285,nga:art:tms:constituents
1558817095001,1737,nga:art:tms:constituents
1648974746001,1721,nga:art:tms:constituents
1655234320001,33045,nga:art:tms:constituents
1655234320001,142055,nga:art:tms:objects
1686105881001,940,nga:art:tms:constituents
1686105881001,30667,nga:art:tms:objects
1695796141001,940,nga:art:tms:constituents
1797086997001,25362,nga:art:tms:constituents
1880635996001,940,nga:art:tms:constituents
1880635996001,61247,nga:art:tms:objects
1995139539001,1162,nga:art:tms:constituents
1995139539001,1774,nga:art:tms:constituents
1995139539001,1911,nga:art:tms:constituents
1995139539001,1936,nga:art:tms:constituents
1995139539001,1970,nga:art:tms:constituents
2008672256001,1527,nga:art:tms:constituents
2008672256001,4711,nga:art:tms:constituents
2114255252001,6664,nga:art:tms:constituents
2191522105001,8416,nga:art:tms:constituents
2191522105001,15541,nga:art:tms:constituents
2230045083001,50836,nga:art:tms:objects
2551141798001,27961,nga:art:tms:constituents
2551141798001,159784,nga:art:tms:objects
2577517364001,1847,nga:art:tms:constituents
2577517364001,38172,nga:art:tms:objects
2577517364001,50298,nga:art:tms:objects
2577517364001,95659,nga:art:tms:objects
2577523925001,1202,nga:art:tms:constituents
2577523925001,69390,nga:art:tms:objects
2577564846001,1822,nga:art:tms:constituents
2577571310001,1201,nga:art:tms:objects
2577571310001,1822,nga:art:tms:constituents
2586728938001,27961,nga:art:tms:constituents
2688611300001,936,nga:art:tms:constituents
2688611300001,1138,nga:art:tms:objects
2688611300001,1932,nga:art:tms:constituents
2688685366001,936,nga:art:tms:constituents
2688685366001,1138,nga:art:tms:objects
2688685366001,1932,nga:art:tms:constituents
2688698691001,41,nga:art:tms:objects
2688698691001,1932,nga:art:tms:constituents
2752840731001,91,nga:art:tms:objects
2752840731001,1356,nga:art:tms:constituents
2816923745001,1951,nga:art:tms:constituents
2897906390001,65690,nga:art:tms:objects
2943586580001,6936,nga:art:tms:constituents
2943586580001,97355,nga:art:tms:objects
3028376942001,1706,nga:art:tms:constituents
3028376942001,10276,nga:art:tms:constituents
3151749950001,35534,nga:art:tms:constituents
3267073060001,35534,nga:art:tms:constituents
3330862048001,16502,nga:art:tms:constituents
3547506515001,1107,nga:art:tms:constituents
3547506515001,1219,nga:art:tms:constituents
3578128619001,2136,nga:art:tms:constituents
3578128619001,11419,nga:art:tms:objects
3582816360001,4273,nga:art:tms:constituents
3603880333001,1260,nga:art:tms:constituents
3697385569001,1107,nga:art:tms:constituents
3697385569001,1219,nga:art:tms:constituents
3794036053001,156584,nga:art:tms:objects
3794036053001,158399,nga:art:tms:objects
3865167747001,1219,nga:art:tms:constituents
3865167747001,66460,nga:art:tms:objects
3865167747001,110292,nga:art:tms:objects
3872677539001,1356,nga:art:tms:constituents
4034385922001,154168,nga:art:tms:objects
4161145705001,1786,nga:art:tms:constituents
4161145705001,1794,nga:art:tms:constituents
4161145705001,3269,nga:art:tms:constituents
4161145705001,3473,nga:art:tms:constituents
4161145705001,133028,nga:art:tms:objects
4194418857001,989,nga:art:tms:constituents
4194418857001,1256,nga:art:tms:constituents
4194418857001,1479,nga:art:tms:constituents
4194418857001,1489,nga:art:tms:constituents
4194418857001,1818,nga:art:tms:constituents
4194418857001,1822,nga:art:tms:constituents
4194418857001,1971,nga:art:tms:constituents
4194418857001,2136,nga:art:tms:constituents
4194418857001,3935,nga:art:tms:constituents
4194418857001,10557,nga:art:tms:objects
4194418857001,26226,nga:art:tms:constituents
4194418857001,74978,nga:art:tms:objects
4194418857001,74979,nga:art:tms:objects
4194418857001,74982,nga:art:tms:objects
4202242047001,940,nga:art:tms:constituents
4202242047001,1107,nga:art:tms:constituents
4202242047001,1138,nga:art:tms:constituents
4202242047001,1382,nga:art:tms:constituents
4202242047001,2527,nga:art:tms:constituents
4202242047001,6707,nga:art:tms:constituents
4206104646001,1330,nga:art:tms:constituents
4206104646001,46624,nga:art:tms:objects
4206104646001,46625,nga:art:tms:objects
4206104646001,53129,nga:art:tms:objects
4206104646001,53130,nga:art:tms:objects
4206104646001,54130,nga:art:tms:objects
4206104646001,61369,nga:art:tms:objects
4206104646001,66418,nga:art:tms:objects
4232527455001,1330,nga:art:tms:constituents
4232527455001,39036,nga:art:tms:objects
4232527455001,46625,nga:art:tms:objects
4232527458001,1479,nga:art:tms:constituents
4232527458001,50724,nga:art:tms:objects
4232527462001,26,nga:art:tms:objects
4232538453001,1236,nga:art:tms:objects
4232538453001,1951,nga:art:tms:constituents
4232538457001,79,nga:art:tms:objects
4232538457001,1822,nga:art:tms:constituents
4232538457001,56437,nga:art:tms:objects
4232538460001,1506,nga:art:tms:constituents
4232538460001,46637,nga:art:tms:objects
4232538461001,93044,nga:art:tms:objects
4232562787001,1349,nga:art:tms:constituents
4232562787001,106382,nga:art:tms:objects
4232562788001,1726,nga:art:tms:constituents
4232562788001,46524,nga:art:tms:objects
4232562788001,46654,nga:art:tms:objects
4232562791001,936,nga:art:tms:constituents
4232562791001,1138,nga:art:tms:objects
4232562792001,1847,nga:art:tms:constituents
4232562792001,50298,nga:art:tms:objects
4232562792001,54538,nga:art:tms:objects
4248954210001,940,nga:art:tms:constituents
4248954210001,1129,nga:art:tms:constituents
4248954210001,1391,nga:art:tms:constituents
4248954210001,1881,nga:art:tms:constituents
4248954210001,30667,nga:art:tms:objects
4248954210001,42929,nga:art:tms:objects
4248954210001,46557,nga:art:tms:objects
4248954210001,46558,nga:art:tms:objects
4248954210001,49043,nga:art:tms:objects
4248954210001,52079,nga:art:tms:objects
4248954210001,57491,nga:art:tms:objects
4248954210001,61247,nga:art:tms:objects
4248954210001,61273,nga:art:tms:objects
4248954210001,61352,nga:art:tms:objects
4248954210001,61355,nga:art:tms:objects
4248954210001,69392,nga:art:tms:objects
4248954210001,95318,nga:art:tms:objects
4260552118001,46471,nga:art:tms:objects
4260552119001,54386,nga:art:tms:objects
4260552121001,1356,nga:art:tms:constituents
4260552121001,33253,nga:art:tms:objects
4260552143001,11419,nga:art:tms:objects
4260552143001,12198,nga:art:tms:objects
4260555246001,1147,nga:art:tms:objects
4260555246001,1158,nga:art:tms:constituents
4260555247001,46118,nga:art:tms:objects
4260555247001,54762,nga:art:tms:objects
4260555250001,92,nga:art:tms:objects
4260555250001,1353,nga:art:tms:constituents
4260555251001,46114,nga:art:tms:objects
4260555258001,1401,nga:art:tms:constituents
4260555258001,30228,nga:art:tms:objects
4260555262001,46,nga:art:tms:objects
4260555262001,1270,nga:art:tms:constituents
4260558280001,52452,nga:art:tms:objects
4260558281001,2262,nga:art:tms:constituents
4260558281001,102494,nga:art:tms:objects
4260558282001,41593,nga:art:tms:objects
4260558283001,1225,nga:art:tms:objects
4260558283001,1939,nga:art:tms:constituents
4260558284001,986,nga:art:tms:constituents
4260558284001,41645,nga:art:tms:objects
4324135443001,30452,nga:art:tms:constituents
4324135452001,37646,nga:art:tms:constituents
4334416337001,5987,nga:art:tms:constituents
4386904902001,39122,nga:art:tms:constituents
4483656315001,1177,nga:art:tms:constituents
4483656315001,1839,nga:art:tms:constituents
4492186934001,4331,nga:art:tms:constituents
4492186934001,60535,nga:art:tms:objects
4494809771001,297,nga:art:tms:constituents
4494809771001,28766,nga:art:tms:constituents
4499454567001,38644,nga:art:tms:constituents
4499454571001,36700,nga:art:tms:constituents
4534063470001,297,nga:art:tms:constituents
4534063470001,14090,nga:art:tms:constituents
4543615897001,297,nga:art:tms:constituents
4582416497001,2136,nga:art:tms:constituents
4611611836001,26553,nga:art:tms:constituents
4620020509001,2052,nga:art:tms:constituents
4750445806001,10089,nga:art:tms:constituents
4750445806001,77669,nga:art:tms:objects
4750445806001,78994,nga:art:tms:objects
4750445806001,161780,nga:art:tms:objects
4780053121001,34297,nga:art:tms:constituents
4784484245001,30452,nga:art:tms:constituents
4786474065001,4331,nga:art:tms:constituents
4786474065001,60535,nga:art:tms:objects
4803623016001,29520,nga:art:tms:constituents
4832442015001,38649,nga:art:tms:constituents
4920482041001,425,nga:art:tms:constituents
4920482041001,66444,nga:art:tms:objects
4920482041001,66460,nga:art:tms:objects
4920482041001,66465,nga:art:tms:objects
4920482041001,110292,nga:art:tms:objects
4922842144001,33045,nga:art:tms:constituents
4967900106001,1117,nga:art:tms:constituents
4967900106001,156571,nga:art:tms:objects
4984343230001,35,nga:art:tms:constituents
4984343230001,7175,nga:art:tms:constituents
4984343230001,64529,nga:art:tms:objects
4996668868001,1219,nga:art:tms:constituents
4996668868001,66444,nga:art:tms:objects
4996668868001,66460,nga:art:tms:objects
4996668868001,66465,nga:art:tms:objects
4996668868001,110292,nga:art:tms:objects
5007161074001,35,nga:art:tms:constituents
5007161074001,7175,nga:art:tms:constituents
5007161074001,64529,nga:art:tms:objects
5045320006001,35,nga:art:tms:constituents
5045320006001,7175,nga:art:tms:constituents
5045320006001,64529,nga:art:tms:objects
5045320018001,35,nga:art:tms:constituents
5045320018001,7175,nga:art:tms:constituents
5045320018001,64529,nga:art:tms:objects
5045320021001,35,nga:art:tms:constituents
5045320021001,7175,nga:art:tms:constituents
5045320021001,64529,nga:art:tms:objects
5096907481001,23893,nga:art:tms:constituents
5096907481001,164787,nga:art:tms:objects
5099006606001,425,nga:art:tms:constituents
5099006606001,426,nga:art:tms:constituents
5099006606001,988,nga:art:tms:objects
5099006606001,26158,nga:art:tms:constituents
5099006606001,90164,nga:art:tms:objects
5141820310001,21247,nga:art:tms:constituents
5153120083001,9672,nga:art:tms:constituents
5167139295001,9672,nga:art:tms:constituents
5170350733001,3200,nga:art:tms:constituents
5170350733001,9672,nga:art:tms:constituents
5170350734001,3200,nga:art:tms:constituents
5170350734001,9672,nga:art:tms:constituents
5184467793001,34807,nga:art:tms:constituents
5187654965001,425,nga:art:tms:constituents
5187654965001,1960,nga:art:tms:constituents
5187654965001,61388,nga:art:tms:objects
5187668361001,425,nga:art:tms:constituents
5187668361001,979,nga:art:tms:constituents
5187668361001,118750,nga:art:tms:objects
5187668361001,118762,nga:art:tms:objects
5187668361001,136010,nga:art:tms:objects
5187668361001,136024,nga:art:tms:objects
5187668364001,219,nga:art:tms:constituents
5187668364001,2047,nga:art:tms:constituents
5187668364001,56517,nga:art:tms:objects
5189033665001,193,nga:art:tms:constituents
5189033665001,1351,nga:art:tms:constituents
5189033665001,56936,nga:art:tms:objects
5189033670001,3970,nga:art:tms:constituents
5189033670001,32739,nga:art:tms:constituents
5189033670001,140327,nga:art:tms:objects
5189034166001,31331,nga:art:tms:constituents
5189034166001,152275,nga:art:tms:objects
5189034166001,152276,nga:art:tms:objects
5189034166001,152277,nga:art:tms:objects
5189034166001,152278,nga:art:tms:objects
5189034166001,152279,nga:art:tms:objects
5189034166001,152280,nga:art:tms:objects
5189034168001,219,nga:art:tms:constituents
5189034168001,10136,nga:art:tms:constituents
5189034168001,97499,nga:art:tms:objects
5189034170001,10218,nga:art:tms:constituents
5189034170001,27961,nga:art:tms:constituents
5189034170001,161814,nga:art:tms:objects
5189035576001,118,nga:art:tms:constituents
5189035576001,2664,nga:art:tms:constituents
5189035576001,69371,nga:art:tms:objects
5189035576001,69372,nga:art:tms:objects
5189035576001,69373,nga:art:tms:objects
5189035576001,69374,nga:art:tms:objects
5189035576001,69375,nga:art:tms:objects
5189035576001,69376,nga:art:tms:objects
5189035576001,69377,nga:art:tms:objects
5189035576001,69378,nga:art:tms:objects
5189035576001,69379,nga:art:tms:objects
5189035576001,69380,nga:art:tms:objects
5189035576001,69381,nga:art:tms:objects
5189035576001,69382,nga:art:tms:objects
5189035576001,69383,nga:art:tms:objects
5189035576001,69384,nga:art:tms:objects
5189035580001,465,nga:art:tms:constituents
5189035580001,4471,nga:art:tms:constituents
5189035580001,138771,nga:art:tms:objects
5189035583001,1496,nga:art:tms:constituents
5189035583001,1525,nga:art:tms:constituents
5189035583001,52358,nga:art:tms:objects
5189037257001,193,nga:art:tms:constituents
5189037257001,1793,nga:art:tms:constituents
5189037257001,55819,nga:art:tms:objects
5189037263001,2592,nga:art:tms:constituents
5189037263001,75042,nga:art:tms:objects
5189040651001,2136,nga:art:tms:constituents
5189040657001,5145,nga:art:tms:constituents
5189040657001,34866,nga:art:tms:constituents
5189040657001,150885,nga:art:tms:objects
5189040663001,229,nga:art:tms:constituents
5189040663001,1027,nga:art:tms:constituents
5189040663001,46566,nga:art:tms:objects
5189040663001,46567,nga:art:tms:objects
5189040663001,163520,nga:art:tms:objects
5189040663001,164912,nga:art:tms:objects
5189040668001,2039,nga:art:tms:constituents
5189040668001,18138,nga:art:tms:objects
5189040668001,50750,nga:art:tms:objects
5189040668001,71073,nga:art:tms:objects
5189040680001,465,nga:art:tms:constituents
5189040680001,38654,nga:art:tms:constituents
5189040680001,166490,nga:art:tms:objects
5189040686001,229,nga:art:tms:constituents
5189040686001,1722,nga:art:tms:constituents
5189040686001,46716,nga:art:tms:objects
5189040691001,219,nga:art:tms:constituents
5189040691001,6757,nga:art:tms:constituents
5189040691001,82992,nga:art:tms:objects
5189040692001,1320,nga:art:tms:constituents
5189044194001,6721,nga:art:tms:constituents
5189044194001,9709,nga:art:tms:constituents
5189044194001,75155,nga:art:tms:objects
5189044200001,3969,nga:art:tms:constituents
5189044200001,16158,nga:art:tms:constituents
5189044200001,92259,nga:art:tms:objects
5189044201001,509,nga:art:tms:objects
5189044201001,1725,nga:art:tms:constituents
5189044201001,52614,nga:art:tms:objects
5189044207001,193,nga:art:tms:constituents
5189044207001,1431,nga:art:tms:constituents
5189044207001,56670,nga:art:tms:objects
5189044236001,219,nga:art:tms:constituents
5189044236001,35534,nga:art:tms:constituents
5189044236001,154931,nga:art:tms:objects
5189044236001,161187,nga:art:tms:objects
5189044236001,161190,nga:art:tms:objects
5189044236001,161192,nga:art:tms:objects
5189044236001,161194,nga:art:tms:objects
5189044236001,161196,nga:art:tms:objects
5189044236001,161198,nga:art:tms:objects
5189044236001,161199,nga:art:tms:objects
5189044236001,161201,nga:art:tms:objects
5189044236001,161203,nga:art:tms:objects
5189044236001,161204,nga:art:tms:objects
5189048833001,1404,nga:art:tms:constituents
5189048833001,95285,nga:art:tms:objects
5189048833001,131206,nga:art:tms:objects
5189048835001,56517,nga:art:tms:objects
5189049227001,4711,nga:art:tms:constituents
5189049227001,71479,nga:art:tms:objects
5189049243001,2118,nga:art:tms:constituents
5189049243001,72172,nga:art:tms:objects
5189049245001,1436,nga:art:tms:constituents
5189049245001,9892,nga:art:tms:constituents
5189049245001,57458,nga:art:tms:objects
5189049245001,76206,nga:art:tms:objects
5189049245001,121690,nga:art:tms:objects
5189049248001,1706,nga:art:tms:constituents
5189049248001,106384,nga:art:tms:objects
5189049249001,625,nga:art:tms:constituents
5189049249001,1223,nga:art:tms:constituents
5189049249001,61249,nga:art:tms:objects
5189049249001,66430,nga:art:tms:objects
5189049252001,2311,nga:art:tms:constituents
5189049252001,35146,nga:art:tms:constituents
5189049252001,70177,nga:art:tms:objects
5189049252001,70178,nga:art:tms:objects
5189049252001,70179,nga:art:tms:objects
5189049252001,70180,nga:art:tms:objects
5189049252001,70181,nga:art:tms:objects
5189049252001,70182,nga:art:tms:objects
5189053067001,229,nga:art:tms:constituents
5189053067001,1783,nga:art:tms:constituents
5189053067001,46665,nga:art:tms:objects
5189053067001,60784,nga:art:tms:objects
5189053067001,71072,nga:art:tms:objects
5189053067001,91589,nga:art:tms:objects
5189053067001,98421,nga:art:tms:objects
5189053071001,425,nga:art:tms:constituents
5189053071001,940,nga:art:tms:constituents
5189053071001,69392,nga:art:tms:objects
5191292367001,1832,nga:art:tms:constituents
5191292367001,116285,nga:art:tms:objects
5194009998001,3881,nga:art:tms:constituents
5194112041001,1583,nga:art:tms:constituents
5194112041001,7169,nga:art:tms:constituents
5194115880001,1138,nga:art:tms:constituents
5194115880001,1583,nga:art:tms:constituents
5194115880001,7169,nga:art:tms:constituents
5194116554001,1583,nga:art:tms:constituents
5194116554001,7169,nga:art:tms:constituents
5194116560001,1138,nga:art:tms:constituents
5194116560001,1583,nga:art:tms:constituents
5194116560001,7169,nga:art:tms:constituents
5194116575001,1138,nga:art:tms:constituents
5194116575001,1583,nga:art:tms:constituents
5194116575001,7169,nga:art:tms:constituents
5194122867001,1138,nga:art:tms:constituents
5194122867001,1583,nga:art:tms:constituents
5194122867001,7169,nga:art:tms:constituents
5209658411001,9672,nga:art:tms:constituents
5222467269001,37646,nga:art:tms:constituents
5277131705001,23747,nga:art:tms:constituents
5277131705001,164789,nga:art:tms:objects
5278486941001,9672,nga:art:tms:constituents
5285497575001,6547,nga:art:tms:constituents
5285497575001,74808,nga:art:tms:objects
5287684744001,22240,nga:art:tms:constituents
5287684744001,34357,nga:art:tms:constituents
5317307086001,2248,nga:art:tms:constituents
5317307086001,2249,nga:art:tms:constituents
5317307086001,2250,nga:art:tms:constituents
5343605602001,20539,nga:art:tms:constituents
5343685763001,1726,nga:art:tms:constituents
5343685763001,74796,nga:art:tms:objects
5343685765001,1002,nga:art:tms:constituents
5343685765001,1169,nga:art:tms:constituents
5343685765001,1174,nga:art:tms:constituents
5343685765001,1592,nga:art:tms:constituents
5343685765001,2583,nga:art:tms:constituents
5343685765001,5869,nga:art:tms:constituents
5343685765001,46480,nga:art:tms:objects
5343685765001,52161,nga:art:tms:objects
5343685765001,52261,nga:art:tms:objects
5343685765001,53125,nga:art:tms:objects
5343685765001,60767,nga:art:tms:objects
5343685765001,61358,nga:art:tms:objects
5343685765001,61359,nga:art:tms:objects
5343685765001,65736,nga:art:tms:objects
5343685765001,66401,nga:art:tms:objects
5343685765001,106378,nga:art:tms:objects
5343712351001,1726,nga:art:tms:constituents
5343712351001,74796,nga:art:tms:objects
5412323553001,36270,nga:art:tms:constituents
5412327739001,27927,nga:art:tms:constituents
5432075802001,1527,nga:art:tms:constituents
5432075802001,4711,nga:art:tms:constituents
5432075802001,22917,nga:art:tms:constituents
5432075802001,34959,nga:art:tms:constituents
5477986394001,6663,nga:art:tms:constituents
5477986394001,11087,nga:art:tms:constituents
5477986394001,26553,nga:art:tms:constituents
5477986394001,39026,nga:art:tms:constituents
5477986394001,39041,nga:art:tms:constituents
5477986394001,39670,nga:art:tms:constituents
5483669292001,40498,nga:art:tms:constituents
5526098679001,1230,nga:art:tms:constituents
5526098679001,12146,nga:art:tms:objects
5574004824001,1951,nga:art:tms:constituents
5574012348001,1951,nga:art:tms:constituents
5615930367001,1951,nga:art:tms:constituents
5626066762001,5058,nga:art:tms:constituents
5630998961001,1316,nga:art:tms:constituents
5632055571001,1951,nga:art:tms:constituents
5640635893001,5825,nga:art:tms:constituents
5640635893001,65690,nga:art:tms:objects
5648909213001,1401,nga:art:tms:constituents
5648909213001,164925,nga:art:tms:objects
5685363698001,1479,nga:art:tms:constituents
5686551075001,591,nga:art:tms:constituents
5686551075001,2285,nga:art:tms:constituents
5688554997001,1316,nga:art:tms:constituents
5707138582001,2047,nga:art:tms:constituents
5707171620001,10098,nga:art:tms:constituents
5717812257001,1951,nga:art:tms:constituents
5722471176001,1951,nga:art:tms:constituents
5724081289001,1951,nga:art:tms:constituents
5724126645001,1951,nga:art:tms:constituents
5724157817001,1951,nga:art:tms:constituents
5724281679001,1951,nga:art:tms:constituents
5724809997001,9672,nga:art:tms:constituents
5724809997001,22097,nga:art:tms:constituents
5724809997001,204501,nga:art:tms:objects
5729370613001,1951,nga:art:tms:constituents
5731681734001,591,nga:art:tms:constituents
5731681734001,2285,nga:art:tms:constituents
5735363585001,39122,nga:art:tms:constituents
5735363585001,207983,nga:art:tms:objects
5737765262001,39122,nga:art:tms:constituents
5740702633001,38649,nga:art:tms:constituents
5741358654001,6322,nga:art:tms:constituents
5741358654001,47445,nga:art:tms:constituents
5741410218001,36700,nga:art:tms:constituents
5741603406001,39122,nga:art:tms:constituents
5748405040001,591,nga:art:tms:constituents
5748405040001,2285,nga:art:tms:constituents
5756551175001,39122,nga:art:tms:constituents
5764723861001,1115,nga:art:tms:constituents
5764723861001,29299,nga:art:tms:constituents
5766502480001,1878,nga:art:tms:constituents
5775290769001,1583,nga:art:tms:constituents
5775290769001,7169,nga:art:tms:constituents
5775321426001,1583,nga:art:tms:constituents
5775321426001,7169,nga:art:tms:constituents
5775791171001,1583,nga:art:tms:constituents
5775791171001,7169,nga:art:tms:constituents
5775793447001,1583,nga:art:tms:constituents
5775793447001,7169,nga:art:tms:constituents
5775793447001,46222,nga:art:tms:constituents
5775793447001,206066,nga:art:tms:objects
5775861473001,1583,nga:art:tms:constituents
5775861473001,7169,nga:art:tms:constituents
5776256080001,1583,nga:art:tms:constituents
5776256080001,7169,nga:art:tms:constituents
5776256080001,46222,nga:art:tms:constituents
5776256080001,206066,nga:art:tms:objects
5776358219001,1583,nga:art:tms:constituents
5776358219001,7169,nga:art:tms:constituents
5776358219001,44358,nga:art:tms:constituents
5776705702001,940,nga:art:tms:constituents
5776705702001,1583,nga:art:tms:constituents
5776705702001,7169,nga:art:tms:constituents
5776709988001,1583,nga:art:tms:constituents
5776709988001,7169,nga:art:tms:constituents
5776774374001,940,nga:art:tms:constituents
5776774374001,1583,nga:art:tms:constituents
5776774374001,7169,nga:art:tms:constituents
5788779740001,39122,nga:art:tms:constituents
5788848593001,39122,nga:art:tms:constituents
5789331108001,1903,nga:art:tms:constituents
5789331108001,215300,nga:art:tms:objects
5789344244001,52980,nga:art:tms:objects
5789344880001,62,nga:art:tms:constituents
5789344880001,508,nga:art:tms:constituents
5789344880001,2718,nga:art:tms:constituents
5790209797001,39122,nga:art:tms:constituents
5791323684001,1583,nga:art:tms:constituents
5791323684001,7169,nga:art:tms:constituents
5794387078001,39122,nga:art:tms:constituents
5796289234001,39122,nga:art:tms:constituents
5797589058001,159735,nga:art:tms:objects
5798517827001,1115,nga:art:tms:constituents
5798517827001,29299,nga:art:tms:constituents
5798569908001,39122,nga:art:tms:constituents
5799335093001,1583,nga:art:tms:constituents
5799335093001,7169,nga:art:tms:constituents
5808979718001,39122,nga:art:tms:constituents
5814272932001,164,nga:art:tms:constituents
5814272932001,870,nga:art:tms:constituents
5814272932001,1436,nga:art:tms:constituents
5814272932001,2355,nga:art:tms:constituents
5814272932001,2547,nga:art:tms:constituents
5814272932001,2666,nga:art:tms:constituents
5819175830001,47162,nga:art:tms:constituents
5819175830001,206257,nga:art:tms:objects
5820289209001,193,nga:art:tms:constituents
5820289209001,425,nga:art:tms:constituents
5820289209001,8416,nga:art:tms:constituents
5825433425001,4715,nga:art:tms:constituents
5825433425001,163311,nga:art:tms:objects
5828969080001,1936,nga:art:tms:constituents
5828969080001,41579,nga:art:tms:objects
5833156011001,192,nga:art:tms:constituents
5833156011001,193,nga:art:tms:constituents
5833156011001,1050,nga:art:tms:constituents
5833156011001,52350,nga:art:tms:objects
5833547886001,36266,nga:art:tms:constituents
5834095996001,49275,nga:art:tms:constituents
5834436188001,1169,nga:art:tms:constituents
5834436188001,162982,nga:art:tms:objects
5837752327001,28614,nga:art:tms:constituents
5846381088001,38644,nga:art:tms:constituents
5968055305001,27185,nga:art:tms:constituents
5968055305001,158134,nga:art:tms:objects
5974780280001,30210,nga:art:tms:constituents
5978262752001,1185,nga:art:tms:objects
5978262752001,1744,nga:art:tms:constituents
5981560709001,1929,nga:art:tms:constituents
5981561612001,1929,nga:art:tms:constituents
5997446267001,1431,nga:art:tms:constituents
5997446267001,56670,nga:art:tms:objects
5998770417001,49275,nga:art:tms:constituents
5999293766001,35506,nga:art:tms:constituents
5999293766001,35674,nga:art:tms:constituents
6014965011001,5930,nga:art:tms:constituents
6017011322001,1929,nga:art:tms:constituents
6019237590001,38358,nga:art:tms:constituents
6021644768001,19949,nga:art:tms:constituents
6022593502001,6716,nga:art:tms:constituents
6022593502001,34493,nga:art:tms:constituents
6024446632001,30210,nga:art:tms:constituents
6025624740001,38358,nga:art:tms:constituents
6029579883001,1929,nga:art:tms:constituents
6029579883001,6681,nga:art:tms:constituents
6034972496001,1725,nga:art:tms:constituents
6034972496001,52614,nga:art:tms:objects
6037224018001,1583,nga:art:tms:constituents
6037224018001,7169,nga:art:tms:constituents
6037226459001,1583,nga:art:tms:constituents
6037226459001,7169,nga:art:tms:constituents
6037227090001,1583,nga:art:tms:constituents
6037227090001,7169,nga:art:tms:constituents
6037227579001,1583,nga:art:tms:constituents
6037227579001,7169,nga:art:tms:constituents
6037227581001,1583,nga:art:tms:constituents
6037227581001,7169,nga:art:tms:constituents
6037227925001,1583,nga:art:tms:constituents
6037227925001,7169,nga:art:tms:constituents
6037229450001,1583,nga:art:tms:constituents
6037229450001,7169,nga:art:tms:constituents
6037230372001,1583,nga:art:tms:constituents
6037230372001,7169,nga:art:tms:constituents
6037247737001,1583,nga:art:tms:constituents
6037247737001,7169,nga:art:tms:constituents
6037247897001,1583,nga:art:tms:constituents
6037247897001,7169,nga:art:tms:constituents
6037249553001,1583,nga:art:tms:constituents
6037249553001,7169,nga:art:tms:constituents
6042381213001,1475,nga:art:tms:constituents
6042381213001,1858,nga:art:tms:constituents
6042381213001,2141,nga:art:tms:constituents
6042381213001,2150,nga:art:tms:constituents
6042381213001,3935,nga:art:tms:constituents
6043352097001,6550,nga:art:tms:constituents
6043352097001,135499,nga:art:tms:objects
6044509060001,1929,nga:art:tms:constituents
6044509060001,6681,nga:art:tms:constituents
6049246012001,1929,nga:art:tms:constituents
6049246012001,6681,nga:art:tms:constituents
6049248678001,1929,nga:art:tms:constituents
6049248678001,6681,nga:art:tms:constituents
6049250566001,1929,nga:art:tms:constituents
6049250566001,6681,nga:art:tms:constituents
6049259587001,1929,nga:art:tms:constituents
6049259587001,6681,nga:art:tms:constituents
6052611139001,46222,nga:art:tms:constituents
6052611139001,206066,nga:art:tms:objects
6057562472001,36700,nga:art:tms:constituents
6058540959001,4097,nga:art:tms:constituents
6058540959001,59741,nga:art:tms:objects
6059971785001,30232,nga:art:tms:constituents
6061173833001,880,nga:art:tms:constituents
6061173833001,2274,nga:art:tms:constituents
6061173833001,125433,nga:art:tms:objects
6061173833001,137113,nga:art:tms:objects
6063975376001,880,nga:art:tms:constituents
6063975376001,2274,nga:art:tms:constituents
6063975376001,125433,nga:art:tms:objects
6063975376001,137113,nga:art:tms:objects
6089807594001,38358,nga:art:tms:constituents
6090983817001,50507,nga:art:tms:constituents
6095356653001,996,nga:art:tms:constituents
6095356653001,1127,nga:art:tms:constituents
6095356653001,1316,nga:art:tms:constituents
6095356653001,1358,nga:art:tms:constituents
6095356653001,46687,nga:art:tms:objects
6095358011001,978,nga:art:tms:constituents
6095358011001,1329,nga:art:tms:constituents
6095358011001,1825,nga:art:tms:constituents
6095358011001,4829,nga:art:tms:constituents
6095358011001,31056,nga:art:tms:constituents
6106110856001,989,nga:art:tms:constituents
6106110856001,1479,nga:art:tms:constituents
6106110856001,1778,nga:art:tms:constituents
6106110856001,5530,nga:art:tms:constituents
6111143222001,1004,nga:art:tms:objects
6111143222001,2251,nga:art:tms:constituents
6122660415001,1507,nga:art:tms:constituents
6123047656001,1316,nga:art:tms:constituents
6123047656001,32684,nga:art:tms:objects
6123047656001,46115,nga:art:tms:objects
6123047656001,46116,nga:art:tms:objects
6126691484001,5530,nga:art:tms:constituents
6135470086001,1115,nga:art:tms:constituents
6135470086001,1221,nga:art:tms:constituents
6135470086001,1404,nga:art:tms:constituents
6135470086001,2118,nga:art:tms:constituents
6135470086001,5962,nga:art:tms:constituents
6136456577001,5530,nga:art:tms:constituents
6136949466001,50507,nga:art:tms:constituents
6142421152001,1219,nga:art:tms:constituents
6142421152001,10359,nga:art:tms:constituents
6142443549001,1818,nga:art:tms:constituents
